Date,Venue,Location,Time,event_type,orchestra_id
1842-12-07T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,1
1843-02-18T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,2
1843-04-07T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,3
1843-04-22T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,4
1843-11-18T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,5
1844-01-13T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,6
1844-03-16T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,7
1844-05-18T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,8
1844-11-16T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,9
1845-01-11T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,10
1845-03-01T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,11
1845-04-19T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,12
1845-11-22T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,13
1846-01-17T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,14
1846-03-07T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,15
1846-04-25T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,16
1846-05-20T05:00:00Z,Castle Garden,"Manhattan, NY",None,,17
1846-11-21T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,18
1847-01-09T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,19
1847-03-06T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,20
1847-04-17T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,21
1847-11-27T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,22
1848-01-15T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,23
1848-02-05T05:00:00Z,Castle Garden,"Manhattan, NY",8:00PM,,24
1848-03-04T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,25
1848-04-29T05:00:00Z,Apollo Rooms,"Manhattan, NY",None,,26
1848-12-02T05:00:00Z,"Assembly Rooms, Chinese Buildings","Manhattan, NY",8:00PM,,27
1849-01-27T05:00:00Z,"Assembly Rooms, Chinese Buildings","Manhattan, NY",8:00PM,,28
1849-03-17T05:00:00Z,Apollo Saloon,"Manhattan, NY",8:00PM,,29
1849-05-12T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,30
1849-11-24T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,31
1850-01-12T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,32
1850-03-02T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,33
1850-04-20T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,34
1850-11-23T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,35
1851-01-11T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,36
1851-03-01T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,37
1851-04-26T05:00:00Z,Apollo Rooms,"Manhattan, NY",8:00PM,,38
1851-11-22T05:00:00Z,Niblo's Concert Room,"Manhattan, NY",8:00PM,,39
1852-01-10T05:00:00Z,Niblo's Concert Room,"Manhattan, NY",8:00PM,,40
1852-02-28T05:00:00Z,Niblo's Concert Room,"Manhattan, NY",8:00PM,,41
1852-04-17T05:00:00Z,Niblo's Concert Room,"Manhattan, NY",8:00PM,,42
1852-11-13T05:00:00Z,Niblo's Concert Saloon,"Manhattan, NY",8:00PM,,43
1853-01-15T05:00:00Z,Niblo's Concert Saloon,"Manhattan, NY",8:00PM,,44
1853-03-05T05:00:00Z,Niblo's Concert Saloon,"Manhattan, NY",8:00PM,,45
1853-04-23T05:00:00Z,Niblo's Concert Saloon,"Manhattan, NY",8:00PM,,46
1853-11-26T05:00:00Z,Metropolitan Hall,"Manhattan, NY",8:00PM,,47
1854-01-14T05:00:00Z,Broadway Tabernacle,"Manhattan, NY",8:00PM,,48
1854-03-04T05:00:00Z,Broadway Tabernacle,"Manhattan, NY",8:00PM,,49
1854-04-22T05:00:00Z,Broadway Tabernacle,"Manhattan, NY",8:00PM,,50
1854-12-02T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,51
1855-01-20T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,52
1855-03-10T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,53
1855-04-21T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,54
1855-05-19T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,55
1855-11-24T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,56
1856-01-12T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,57
1856-03-01T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,58
1856-04-19T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,59
1856-11-22T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,60
1857-01-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,61
1857-03-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,62
1857-04-25T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,63
1857-11-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,64
1858-01-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,65
1858-03-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,66
1858-04-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,67
1858-11-20T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,68
1859-01-08T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,69
1859-02-12T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,70
1859-03-26T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,71
1859-04-30T05:00:00Z,Niblo's Garden,"Manhattan, NY",8:00PM,,72
1859-11-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,73
1860-01-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,74
1860-02-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,75
1860-03-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,76
1860-04-28T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,77
1860-11-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,78
1860-12-22T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,79
1861-02-02T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,80
1861-03-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,81
1861-04-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,82
1861-05-25T05:00:00Z,Academy of Music,"Manhattan, NY",7:30PM,,83
1861-11-09T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,84
1861-12-21T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,85
1862-02-01T05:00:00Z,Irving Hall,"Manhattan, NY",None,,86
1862-03-15T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,87
1862-04-26T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,88
1862-11-08T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,89
1862-12-20T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,90
1863-01-31T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,91
1863-03-14T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,92
1863-04-25T05:00:00Z,Irving Hall,"Manhattan, NY",8:00PM,,93
1863-11-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,94
1863-12-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,95
1864-01-30T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,96
1864-03-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,97
1864-04-02T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,98
1864-04-23T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,99
1864-11-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,100
1864-12-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,101
1865-01-28T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,102
1865-03-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,103
1865-04-29T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,104
1865-11-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,105
1865-12-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,106
1866-01-27T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,107
1866-03-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,108
1866-04-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,109
1866-11-17T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,110
1866-12-15T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,111
1867-01-26T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,112
1867-03-09T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,113
1867-04-20T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,114
1867-05-04T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,115
1867-11-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,116
1867-12-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,117
1868-02-01T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,118
1868-03-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,119
1868-04-18T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,120
1868-11-28T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,121
1869-01-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,122
1869-02-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,123
1869-03-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,124
1869-04-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,125
1869-05-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,126
1869-11-27T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,127
1870-01-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,128
1870-02-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,129
1870-03-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,130
1870-03-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,131
1870-04-02T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,132
1870-05-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,133
1870-11-26T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,134
1870-12-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,135
1871-01-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,136
1871-02-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,137
1871-03-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,138
1871-04-01T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,139
1871-05-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,140
1871-12-02T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,141
1872-01-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,142
1872-02-03T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,143
1872-03-02T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,144
1872-04-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,145
1872-05-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,146
1872-11-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,147
1872-12-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,148
1873-01-18T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,149
1873-02-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,150
1873-03-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,151
1873-04-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,152
1873-11-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,153
1873-12-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,154
1874-01-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,155
1874-02-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,156
1874-03-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,157
1874-04-18T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,158
1874-11-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,159
1874-12-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,160
1875-01-23T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,161
1875-02-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,162
1875-03-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,163
1875-04-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,164
1875-11-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,165
1875-12-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,166
1876-01-22T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,167
1876-02-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,168
1876-03-18T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,169
1876-04-22T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,170
1876-11-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,171
1876-11-12T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,172
1876-11-14T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,173
1876-12-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,174
1877-01-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,175
1877-02-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,176
1877-03-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,177
1877-04-28T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,178
1877-11-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,179
1877-12-22T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,180
1878-01-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,181
1878-02-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,182
1878-03-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,183
1878-04-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,184
1878-11-07T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,185
1878-11-09T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,186
1878-11-23T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,187
1878-12-05T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,188
1878-12-07T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,189
1878-12-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,190
1878-12-28T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,191
1879-01-02T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,192
1879-01-04T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,193
1879-01-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,194
1879-01-30T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,195
1879-02-01T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,196
1879-02-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,197
1879-02-09T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,198
1879-02-15T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,199
1879-03-01T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,200
1879-03-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,201
1879-03-27T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,202
1879-03-29T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,203
1879-04-01T05:00:00Z,Chickering Hall,"Manhattan, NY",8:00PM,,204
1879-04-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,205
1879-04-16T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,206
1879-11-05T05:00:00Z,Chickering Hall,"Manhattan, NY",None,,207
1879-11-06T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,208
1879-11-08T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,209
1879-11-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,210
1879-12-02T05:00:00Z,Chickering Hall,"Manhattan, NY",None,,211
1879-12-04T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,212
1879-12-06T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,213
1879-12-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,214
1879-12-27T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,215
1880-01-06T05:00:00Z,Chickering Hall,"Manhattan, NY",None,,216
1880-01-15T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,217
1880-01-17T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,218
1880-01-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,219
1880-02-12T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,220
1880-02-14T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,221
1880-02-18T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,222
1880-02-25T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,223
1880-04-01T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,224
1880-04-03T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,225
1880-02-21T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,226
1880-03-11T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,227
1880-03-13T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,228
1880-03-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,229
1880-04-15T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,230
1880-04-17T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,231
1880-04-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,232
1880-11-04T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,233
1880-11-06T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,234
1880-11-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,235
1880-12-02T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,236
1880-12-04T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,237
1880-12-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,238
1880-12-29T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,239
1881-01-06T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,240
1881-01-08T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,241
1881-01-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,242
1881-02-03T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,243
1881-02-05T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,244
1881-02-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,245
1881-03-03T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,246
1881-03-05T05:00:00Z,Steinway Hall,"Manhattan, NY",None,,247
1881-03-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,248
1881-03-31T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,249
1881-04-02T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,250
1881-04-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,251
1881-11-03T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,252
1881-11-05T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,253
1881-11-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,254
1881-12-01T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,255
1881-12-03T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,256
1881-12-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,257
1881-12-29T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,258
1882-01-05T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,259
1882-01-07T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,260
1882-01-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,261
1882-02-02T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,262
1882-02-04T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,263
1882-02-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,264
1882-03-02T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,265
1882-03-04T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,266
1882-03-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,267
1882-04-06T05:00:00Z,Steinway Hall,"Manhattan, NY",2:00PM,,268
1882-04-08T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,269
1882-04-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,270
1882-11-03T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,271
1882-11-04T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,272
1882-11-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,273
1882-12-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,274
1882-12-15T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,275
1882-12-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,276
1882-12-27T05:00:00Z,Steinway Hall,"Manhattan, NY",8:00PM,,277
1883-01-06T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,278
1883-01-12T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,279
1883-01-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,280
1883-02-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,281
1883-02-16T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,282
1883-02-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,283
1883-03-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,284
1883-03-30T05:00:00Z,Academy of Music,"Manhattan, NY",None,,285
1883-03-31T05:00:00Z,Academy of Music,"Manhattan, NY",None,,286
1883-04-07T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,287
1883-04-27T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,288
1883-04-28T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,289
1883-11-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,290
1883-11-16T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,291
1883-11-17T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,292
1883-12-07T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,293
1883-12-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00AM,,294
1883-12-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,295
1883-12-27T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,296
1884-01-04T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,297
1884-01-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,298
1884-01-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,299
1884-02-08T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,300
1884-02-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,301
1884-02-16T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,302
1884-03-07T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,303
1884-03-08T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,304
1884-03-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,305
1884-04-04T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,306
1884-04-05T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,307
1884-04-19T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,308
1884-11-15T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,309
1884-11-21T05:00:00Z,Academy of Music,"Manhattan, NY",None,,310
1884-11-22T05:00:00Z,Academy of Music,"Manhattan, NY",None,,311
1884-12-13T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,312
1884-12-19T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,313
1884-12-20T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,314
1884-12-27T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,315
1885-01-10T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,316
1885-01-23T05:00:00Z,Academy of Music,"Manhattan, NY",2:00PM,,317
1885-01-24T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,318
1885-02-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,319
1885-03-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,320
1885-03-27T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",2:00PM,,321
1885-03-28T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",8:00PM,,322
1885-04-11T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,323
1885-04-23T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",2:00PM,,324
1885-04-24T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",8:00PM,,325
1885-05-01T05:00:00Z,Academy of Music,"Manhattan, NY",None,,326
1885-05-02T05:00:00Z,Academy of Music,"Manhattan, NY",None,,327
1885-11-06T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",None,,328
1885-11-07T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",None,,329
1885-11-14T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,330
1885-12-04T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",None,,331
1885-12-05T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",None,,332
1885-12-12T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,333
1885-12-19T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",8:00PM,,334
1886-01-09T05:00:00Z,Academy of Music,"Manhattan, NY",8:00PM,,335
1886-01-15T05:00:00Z,Metropolitan Opera House (39th street),"Manhattan, NY",None,,336
